dataset,distance,linkage,strategy,phase,runtime,ARI
Yoga,kdtw,complete,parallel,Finalizing,332,9.506775272622391e-05
Yoga,kdtw,complete,parallel,Finished,13964440,9.506775272622391e-05
FiftyWords,dtw,complete,parallel,Initializing,183,0.32464742338037583
FiftyWords,dtw,complete,parallel,Approximating,0,0.32464742338037583
FiftyWords,dtw,complete,parallel,ComputingFullDistances,17500,0.32464742338037583
FiftyWords,dtw,complete,parallel,Finalizing,75,0.32464742338037583
FiftyWords,dtw,complete,parallel,Finished,17760,0.32464742338037583
WormsTwoClass,kdtw,ward,parallel,Initializing,191,-0.004038884599631474
WormsTwoClass,kdtw,ward,parallel,Approximating,0,-0.004038884599631474
WormsTwoClass,kdtw,ward,parallel,ComputingFullDistances,434914,-0.004038884599631474
WormsTwoClass,kdtw,ward,parallel,Finalizing,32,-0.004038884599631474
WormsTwoClass,kdtw,ward,parallel,Finished,435138,-0.004038884599631474
ChlorineConcentration,kdtw,weighted,parallel,Initializing,363,0.0020084062914612227
ChlorineConcentration,kdtw,weighted,parallel,Approximating,0,0.0020084062914612227
ChlorineConcentration,kdtw,weighted,parallel,ComputingFullDistances,3066850,0.0020084062914612227
ChlorineConcentration,kdtw,weighted,parallel,Finalizing,492,0.0020084062914612227
ChlorineConcentration,kdtw,weighted,parallel,Finished,3067707,0.0020084062914612227
MedicalImages,lorentzian,weighted,parallel,Initializing,119,-0.038324072580840036
MedicalImages,lorentzian,weighted,parallel,Approximating,0,-0.038324072580840036
MedicalImages,lorentzian,weighted,parallel,ComputingFullDistances,359,-0.038324072580840036
MedicalImages,lorentzian,weighted,parallel,Finalizing,110,-0.038324072580840036
MedicalImages,lorentzian,weighted,parallel,Finished,589,-0.038324072580840036
SonyAIBORobotSurface2,kdtw,average,parallel,Initializing,95,0.001237232749343879
SonyAIBORobotSurface2,kdtw,average,parallel,Approximating,0,0.001237232749343879
SonyAIBORobotSurface2,kdtw,average,parallel,ComputingFullDistances,24927,0.001237232749343879
SonyAIBORobotSurface2,kdtw,average,parallel,Finalizing,74,0.001237232749343879
SonyAIBORobotSurface2,kdtw,average,parallel,Finished,25099,0.001237232749343879
Symbols,msm,complete,parallel,Initializing,230,0.4242321819687601
Symbols,msm,complete,parallel,Approximating,0,0.4242321819687601
Symbols,msm,complete,parallel,ComputingFullDistances,51414,0.4242321819687601
Symbols,msm,complete,parallel,Finalizing,92,0.4242321819687601
Symbols,msm,complete,parallel,Finished,51738,0.4242321819687601
NonInvasiveFetalECGThorax2,sbd,single,parallel,Initializing,1299,1.4056034949166307e-05
NonInvasiveFetalECGThorax2,sbd,single,parallel,Approximating,0,1.4056034949166307e-05
NonInvasiveFetalECGThorax2,sbd,single,parallel,ComputingFullDistances,98243,1.4056034949166307e-05
NonInvasiveFetalECGThorax2,sbd,single,parallel,Finalizing,380,1.4056034949166307e-05
NonInvasiveFetalECGThorax2,sbd,single,parallel,Finished,99924,1.4056034949166307e-05
ChlorineConcentration,lorentzian,complete,parallel,Initializing,369,0.006785694736375664
ChlorineConcentration,lorentzian,complete,parallel,Approximating,0,0.006785694736375664
ChlorineConcentration,lorentzian,complete,parallel,ComputingFullDistances,5041,0.006785694736375664
ChlorineConcentration,lorentzian,complete,parallel,Finalizing,531,0.006785694736375664
ChlorineConcentration,lorentzian,complete,parallel,Finished,5943,0.006785694736375664
SonyAIBORobotSurface1,msm,weighted,parallel,Initializing,85,-0.0023158442681732536
SonyAIBORobotSurface1,msm,weighted,parallel,Approximating,0,-0.0023158442681732536
SonyAIBORobotSurface1,msm,weighted,parallel,ComputingFullDistances,877,-0.0023158442681732536
SonyAIBORobotSurface1,msm,weighted,parallel,Finalizing,54,-0.0023158442681732536
SonyAIBORobotSurface1,msm,weighted,parallel,Finished,1016,-0.0023158442681732536
Herring,kdtw,complete,parallel,Initializing,98,-0.028454185106258613
Herring,kdtw,complete,parallel,Approximating,0,-0.028454185106258613
Herring,kdtw,complete,parallel,ComputingFullDistances,33378,-0.028454185106258613
Herring,kdtw,complete,parallel,Finalizing,24,-0.028454185106258613
Herring,kdtw,complete,parallel,Finished,33501,-0.028454185106258613
ShapeletSim,lorentzian,ward,parallel,Initializing,110,-0.002513069121016702
ShapeletSim,lorentzian,ward,parallel,Approximating,0,-0.002513069121016702
ShapeletSim,lorentzian,ward,parallel,ComputingFullDistances,186,-0.002513069121016702
ShapeletSim,lorentzian,ward,parallel,Finalizing,34,-0.002513069121016702
ShapeletSim,lorentzian,ward,parallel,Finished,332,-0.002513069121016702
BeetleFly,euclidean,weighted,parallel,Initializing,46,-0.004648460197559558
BeetleFly,euclidean,weighted,parallel,Approximating,0,-0.004648460197559558
BeetleFly,euclidean,weighted,parallel,ComputingFullDistances,77,-0.004648460197559558
BeetleFly,euclidean,weighted,parallel,Finalizing,17,-0.004648460197559558
BeetleFly,euclidean,weighted,parallel,Finished,142,-0.004648460197559558
LargeKitchenAppliances,sbd,average,parallel,Initializing,308,-3.555574518619655e-06
LargeKitchenAppliances,sbd,average,parallel,Approximating,0,-3.555574518619655e-06
LargeKitchenAppliances,sbd,average,parallel,ComputingFullDistances,4223,-3.555574518619655e-06
LargeKitchenAppliances,sbd,average,parallel,Finalizing,56,-3.555574518619655e-06
LargeKitchenAppliances,sbd,average,parallel,Finished,4588,-3.555574518619655e-06
SmallKitchenAppliances,kdtw,complete,parallel,Initializing,405,7.139707868714166e-06
SmallKitchenAppliances,kdtw,complete,parallel,Approximating,0,7.139707868714166e-06
SmallKitchenAppliances,kdtw,complete,parallel,ComputingFullDistances,2222976,7.139707868714166e-06
SmallKitchenAppliances,kdtw,complete,parallel,Finalizing,68,7.139707868714166e-06
SmallKitchenAppliances,kdtw,complete,parallel,Finished,2223451,7.139707868714166e-06
AllGestureWiimoteZ,sbd,average,parallel,Initializing,97,0.0049925965998829005
AllGestureWiimoteZ,sbd,average,parallel,Approximating,0,0.0049925965998829005
AllGestureWiimoteZ,sbd,average,parallel,ComputingFullDistances,1815,0.0049925965998829005
AllGestureWiimoteZ,sbd,average,parallel,Finalizing,79,0.0049925965998829005
AllGestureWiimoteZ,sbd,average,parallel,Finished,1993,0.0049925965998829005
InsectWingbeatSound,euclidean,ward,parallel,Initializing,296,0.3308783114760734
InsectWingbeatSound,euclidean,ward,parallel,Approximating,0,0.3308783114760734
InsectWingbeatSound,euclidean,ward,parallel,ComputingFullDistances,418,0.3308783114760734
InsectWingbeatSound,euclidean,ward,parallel,Finalizing,198,0.3308783114760734
InsectWingbeatSound,euclidean,ward,parallel,Finished,913,0.3308783114760734
UWaveGestureLibraryY,kdtw,ward,parallel,Initializing,716,0.0004128675115682441
UWaveGestureLibraryY,kdtw,ward,parallel,Approximating,0,0.0004128675115682441
UWaveGestureLibraryY,kdtw,ward,parallel,ComputingFullDistances,11907847,0.0004128675115682441
UWaveGestureLibraryY,kdtw,ward,parallel,Finalizing,659,0.0004128675115682441
UWaveGestureLibraryY,kdtw,ward,parallel,Finished,11909225,0.0004128675115682441
Herring,euclidean,average,parallel,Initializing,95,-0.022399582385997353
Herring,euclidean,average,parallel,Approximating,0,-0.022399582385997353
Herring,euclidean,average,parallel,ComputingFullDistances,123,-0.022399582385997353
Herring,euclidean,average,parallel,Finalizing,20,-0.022399582385997353
Herring,euclidean,average,parallel,Finished,241,-0.022399582385997353
FaceFour,dtw,complete,parallel,Initializing,65,0.22339912284388203
FaceFour,dtw,complete,parallel,Approximating,0,0.22339912284388203
FaceFour,dtw,complete,parallel,ComputingFullDistances,1124,0.22339912284388203
FaceFour,dtw,complete,parallel,Finalizing,16,0.22339912284388203
FaceFour,dtw,complete,parallel,Finished,1206,0.22339912284388203
SwedishLeaf,kdtw,complete,parallel,Initializing,131,0.0049149704397181086
SwedishLeaf,kdtw,complete,parallel,Approximating,0,0.0049149704397181086
SwedishLeaf,kdtw,complete,parallel,ComputingFullDistances,125291,0.0049149704397181086
SwedishLeaf,kdtw,complete,parallel,Finalizing,90,0.0049149704397181086
SwedishLeaf,kdtw,complete,parallel,Finished,125514,0.0049149704397181086
InsectWingbeatSound,dtw,average,parallel,Initializing,289,0.29617229376137155
InsectWingbeatSound,dtw,average,parallel,Approximating,0,0.29617229376137155
InsectWingbeatSound,dtw,average,parallel,ComputingFullDistances,90897,0.29617229376137155
InsectWingbeatSound,dtw,average,parallel,Finalizing,160,0.29617229376137155
InsectWingbeatSound,dtw,average,parallel,Finished,91346,0.29617229376137155
FordB,sbd,weighted,parallel,Initializing,979,-8.465240272863336e-05
FordB,sbd,weighted,parallel,Approximating,0,-8.465240272863336e-05
FordB,sbd,weighted,parallel,ComputingFullDistances,91495,-8.465240272863336e-05
FordB,sbd,weighted,parallel,Finalizing,637,-8.465240272863336e-05
FordB,sbd,weighted,parallel,Finished,93114,-8.465240272863336e-05
PowerCons,dtw,complete,parallel,Initializing,58,0.14522668194319113
PowerCons,dtw,complete,parallel,Approximating,0,0.14522668194319113
PowerCons,dtw,complete,parallel,ComputingFullDistances,1130,0.14522668194319113
PowerCons,dtw,complete,parallel,Finalizing,38,0.14522668194319113
PowerCons,dtw,complete,parallel,Finished,1227,0.14522668194319113
edeniss20182020_ics_anomalies,sbd,average,parallel,Initializing,189,
edeniss20182020_ics_anomalies,sbd,average,parallel,Approximating,0,
edeniss20182020_ics_anomalies,sbd,average,parallel,ComputingFullDistances,11420,
edeniss20182020_ics_anomalies,sbd,average,parallel,Finalizing,197,
edeniss20182020_ics_anomalies,sbd,average,parallel,Finished,11808,
GunPointOldVersusYoung,sbd,weighted,parallel,Initializing,74,0.11313788242506653
GunPointOldVersusYoung,sbd,weighted,parallel,Approximating,0,0.11313788242506653
GunPointOldVersusYoung,sbd,weighted,parallel,ComputingFullDistances,680,0.11313788242506653
GunPointOldVersusYoung,sbd,weighted,parallel,Finalizing,45,0.11313788242506653
GunPointOldVersusYoung,sbd,weighted,parallel,Finished,801,0.11313788242506653
Wafer,msm,average,parallel,Initializing,637,0.0010742981653370086
Wafer,msm,average,parallel,Approximating,0,0.0010742981653370086
Wafer,msm,average,parallel,ComputingFullDistances,341785,0.0010742981653370086
Wafer,msm,average,parallel,Finalizing,1590,0.0010742981653370086
Wafer,msm,average,parallel,Finished,344013,0.0010742981653370086
GesturePebbleZ2,kdtw,weighted,parallel,Initializing,75,0.0006128493372415974
GesturePebbleZ2,kdtw,weighted,parallel,Approximating,0,0.0006128493372415974
GesturePebbleZ2,kdtw,weighted,parallel,ComputingFullDistances,28409,0.0006128493372415974
GesturePebbleZ2,kdtw,weighted,parallel,Finalizing,32,0.0006128493372415974
GesturePebbleZ2,kdtw,weighted,parallel,Finished,28517,0.0006128493372415974
Fish,lorentzian,average,parallel,Initializing,137,0.035667551249997
Fish,lorentzian,average,parallel,Approximating,0,0.035667551249997
Fish,lorentzian,average,parallel,ComputingFullDistances,246,0.035667551249997
Fish,lorentzian,average,parallel,Finalizing,44,0.035667551249997
Fish,lorentzian,average,parallel,Finished,429,0.035667551249997
ShapeletSim,sbd,average,parallel,Initializing,98,0.0006031942149653491
ShapeletSim,sbd,average,parallel,Approximating,0,0.0006031942149653491
ShapeletSim,sbd,average,parallel,ComputingFullDistances,655,0.0006031942149653491
ShapeletSim,sbd,average,parallel,Finalizing,25,0.0006031942149653491
ShapeletSim,sbd,average,parallel,Finished,781,0.0006031942149653491
GunPointMaleVersusFemale,msm,complete,parallel,Initializing,96,0.23403436196676722
GunPointMaleVersusFemale,msm,complete,parallel,Approximating,0,0.23403436196676722
GunPointMaleVersusFemale,msm,complete,parallel,ComputingFullDistances,1602,0.23403436196676722
GunPointMaleVersusFemale,msm,complete,parallel,Finalizing,46,0.23403436196676722
GunPointMaleVersusFemale,msm,complete,parallel,Finished,1744,0.23403436196676722
ToeSegmentation1,lorentzian,average,parallel,Initializing,96,-0.0034625404975668073
ToeSegmentation1,lorentzian,average,parallel,Approximating,0,-0.0034625404975668073
ToeSegmentation1,lorentzian,average,parallel,ComputingFullDistances,160,-0.0034625404975668073
ToeSegmentation1,lorentzian,average,parallel,Finalizing,35,-0.0034625404975668073
ToeSegmentation1,lorentzian,average,parallel,Finished,293,-0.0034625404975668073
Ham,msm,complete,parallel,Initializing,92,0.0007259314485275364
Ham,msm,complete,parallel,Approximating,0,0.0007259314485275364
Ham,msm,complete,parallel,ComputingFullDistances,3119,0.0007259314485275364
Ham,msm,complete,parallel,Finalizing,24,0.0007259314485275364
Ham,msm,complete,parallel,Finished,3237,0.0007259314485275364
BirdChicken,sbd,ward,parallel,Initializing,39,0.1093109506148741
BirdChicken,sbd,ward,parallel,Approximating,0,0.1093109506148741
BirdChicken,sbd,ward,parallel,ComputingFullDistances,260,0.1093109506148741
BirdChicken,sbd,ward,parallel,Finalizing,12,0.1093109506148741
BirdChicken,sbd,ward,parallel,Finished,313,0.1093109506148741
GunPointMaleVersusFemale,sbd,ward,parallel,Initializing,68,0.003065143107147982
GunPointMaleVersusFemale,sbd,ward,parallel,Approximating,0,0.003065143107147982
GunPointMaleVersusFemale,sbd,ward,parallel,ComputingFullDistances,618,0.003065143107147982
GunPointMaleVersusFemale,sbd,ward,parallel,Finalizing,43,0.003065143107147982
GunPointMaleVersusFemale,sbd,ward,parallel,Finished,732,0.003065143107147982
UWaveGestureLibraryAll,msm,single,parallel,Initializing,1681,2.603065743321376e-06
UWaveGestureLibraryAll,msm,single,parallel,Approximating,0,2.603065743321376e-06
UWaveGestureLibraryAll,msm,single,parallel,ComputingFullDistances,6037570,2.603065743321376e-06
UWaveGestureLibraryAll,msm,single,parallel,Finalizing,233,2.603065743321376e-06
UWaveGestureLibraryAll,msm,single,parallel,Finished,6039485,2.603065743321376e-06
ArrowHead,sbd,ward,parallel,Initializing,61,0.07334100753428387
ArrowHead,sbd,ward,parallel,Approximating,0,0.07334100753428387
ArrowHead,sbd,ward,parallel,ComputingFullDistances,468,0.07334100753428387
ArrowHead,sbd,ward,parallel,Finalizing,26,0.07334100753428387
ArrowHead,sbd,ward,parallel,Finished,558,0.07334100753428387
TwoPatterns,msm,weighted,parallel,Initializing,329,0.010403694483223971
TwoPatterns,msm,weighted,parallel,Approximating,0,0.010403694483223971
TwoPatterns,msm,weighted,parallel,ComputingFullDistances,119873,0.010403694483223971
TwoPatterns,msm,weighted,parallel,Finalizing,662,0.010403694483223971
TwoPatterns,msm,weighted,parallel,Finished,120865,0.010403694483223971
EthanolLevel,kdtw,complete,parallel,Initializing,876,-1.5584250987571545e-05
EthanolLevel,kdtw,complete,parallel,Approximating,0,-1.5584250987571545e-05
EthanolLevel,kdtw,complete,parallel,ComputingFullDistances,24578773,-1.5584250987571545e-05
EthanolLevel,kdtw,complete,parallel,Finalizing,85,-1.5584250987571545e-05
EthanolLevel,kdtw,complete,parallel,Finished,24579734,-1.5584250987571545e-05
Herring,msm,ward,parallel,Initializing,78,0.01783973305863788
Herring,msm,ward,parallel,Approximating,0,0.01783973305863788
Herring,msm,ward,parallel,ComputingFullDistances,2610,0.01783973305863788
Herring,msm,ward,parallel,Finalizing,18,0.01783973305863788
Herring,msm,ward,parallel,Finished,2708,0.01783973305863788
PLAID,dtw,ward,parallel,Initializing,221,0.0223476471852636
PLAID,dtw,ward,parallel,Approximating,0,0.0223476471852636
PLAID,dtw,ward,parallel,ComputingFullDistances,50154,0.0223476471852636
PLAID,dtw,ward,parallel,Finalizing,84,0.0223476471852636
PLAID,dtw,ward,parallel,Finished,50460,0.0223476471852636
PLAID,kdtw,single,parallel,Initializing,236,0.0006997805301777221
PLAID,kdtw,single,parallel,Approximating,0,0.0006997805301777221
PLAID,kdtw,single,parallel,ComputingFullDistances,854856,0.0006997805301777221
PLAID,kdtw,single,parallel,Finalizing,66,0.0006997805301777221
PLAID,kdtw,single,parallel,Finished,855159,0.0006997805301777221
ProximalPhalanxTW,sbd,weighted,parallel,Initializing,71,0.6212735403809386
ProximalPhalanxTW,sbd,weighted,parallel,Approximating,0,0.6212735403809386
ProximalPhalanxTW,sbd,weighted,parallel,ComputingFullDistances,587,0.6212735403809386
ProximalPhalanxTW,sbd,weighted,parallel,Finalizing,61,0.6212735403809386
ProximalPhalanxTW,sbd,weighted,parallel,Finished,721,0.6212735403809386
InsectEPGRegularTrain,lorentzian,ward,parallel,Initializing,157,1.0
InsectEPGRegularTrain,lorentzian,ward,parallel,Approximating,0,1.0
InsectEPGRegularTrain,lorentzian,ward,parallel,ComputingFullDistances,252,1.0
InsectEPGRegularTrain,lorentzian,ward,parallel,Finalizing,41,1.0
InsectEPGRegularTrain,lorentzian,ward,parallel,Finished,453,1.0
edeniss20182020_pressure_anomalies,euclidean,ward,parallel,Initializing,95,
edeniss20182020_pressure_anomalies,euclidean,ward,parallel,Approximating,0,
edeniss20182020_pressure_anomalies,euclidean,ward,parallel,ComputingFullDistances,146,
edeniss20182020_pressure_anomalies,euclidean,ward,parallel,Finalizing,62,
edeniss20182020_pressure_anomalies,euclidean,ward,parallel,Finished,304,
MiddlePhalanxTW,msm,single,parallel,Initializing,83,0.4247932325367417
MiddlePhalanxTW,msm,single,parallel,Approximating,0,0.4247932325367417
MiddlePhalanxTW,msm,single,parallel,ComputingFullDistances,903,0.4247932325367417
MiddlePhalanxTW,msm,single,parallel,Finalizing,32,0.4247932325367417
MiddlePhalanxTW,msm,single,parallel,Finished,1020,0.4247932325367417
ECGFiveDays,msm,weighted,parallel,Initializing,109,0.08566104035559671
ECGFiveDays,msm,weighted,parallel,Approximating,0,0.08566104035559671
ECGFiveDays,msm,weighted,parallel,ComputingFullDistances,4468,0.08566104035559671
ECGFiveDays,msm,weighted,parallel,Finalizing,97,0.08566104035559671
ECGFiveDays,msm,weighted,parallel,Finished,4676,0.08566104035559671
InsectWingbeatSound,sbd,ward,parallel,Initializing,280,0.29417756893443286
InsectWingbeatSound,sbd,ward,parallel,Approximating,0,0.29417756893443286
InsectWingbeatSound,sbd,ward,parallel,ComputingFullDistances,11570,0.29417756893443286
InsectWingbeatSound,sbd,ward,parallel,Finalizing,178,0.29417756893443286
InsectWingbeatSound,sbd,ward,parallel,Finished,12028,0.29417756893443286
MixedShapesRegularTrain,lorentzian,complete,parallel,Initializing,1388,0.2173672665678914
MixedShapesRegularTrain,lorentzian,complete,parallel,Approximating,0,0.2173672665678914
MixedShapesRegularTrain,lorentzian,complete,parallel,ComputingFullDistances,12333,0.2173672665678914
MixedShapesRegularTrain,lorentzian,complete,parallel,Finalizing,274,0.2173672665678914
MixedShapesRegularTrain,lorentzian,complete,parallel,Finished,13995,0.2173672665678914
DistalPhalanxOutlineAgeGroup,sbd,weighted,parallel,Initializing,57,0.3960096158332977
DistalPhalanxOutlineAgeGroup,sbd,weighted,parallel,Approximating,0,0.3960096158332977
DistalPhalanxOutlineAgeGroup,sbd,weighted,parallel,ComputingFullDistances,588,0.3960096158332977
DistalPhalanxOutlineAgeGroup,sbd,weighted,parallel,Finalizing,63,0.3960096158332977
DistalPhalanxOutlineAgeGroup,sbd,weighted,parallel,Finished,711,0.3960096158332977
BirdChicken,kdtw,average,parallel,Initializing,44,0.0
BirdChicken,kdtw,average,parallel,Approximating,0,0.0
BirdChicken,kdtw,average,parallel,ComputingFullDistances,3609,0.0
BirdChicken,kdtw,average,parallel,Finalizing,18,0.0
BirdChicken,kdtw,average,parallel,Finished,3672,0.0
UWaveGestureLibraryAll,lorentzian,weighted,parallel,Initializing,1768,0.5338706180095073
UWaveGestureLibraryAll,lorentzian,weighted,parallel,Approximating,0,0.5338706180095073
UWaveGestureLibraryAll,lorentzian,weighted,parallel,ComputingFullDistances,26473,0.5338706180095073
UWaveGestureLibraryAll,lorentzian,weighted,parallel,Finalizing,579,0.5338706180095073
UWaveGestureLibraryAll,lorentzian,weighted,parallel,Finished,28822,0.5338706180095073
Earthquakes,kdtw,ward,parallel,Initializing,194,0.012767760244676714
Earthquakes,kdtw,ward,parallel,Approximating,0,0.012767760244676714
Earthquakes,kdtw,ward,parallel,ComputingFullDistances,431002,0.012767760244676714
Earthquakes,kdtw,ward,parallel,Finalizing,49,0.012767760244676714
Earthquakes,kdtw,ward,parallel,Finished,431247,0.012767760244676714
SwedishLeaf,msm,ward,parallel,Initializing,116,0.5690998623207386
SwedishLeaf,msm,ward,parallel,Approximating,0,0.5690998623207386
SwedishLeaf,msm,ward,parallel,ComputingFullDistances,6323,0.5690998623207386
SwedishLeaf,msm,ward,parallel,Finalizing,118,0.5690998623207386
SwedishLeaf,msm,ward,parallel,Finished,6558,0.5690998623207386
FordB,euclidean,single,parallel,Initializing,1026,-1.5120757239218234e-05
FordB,euclidean,single,parallel,Approximating,0,-1.5120757239218234e-05
FordB,euclidean,single,parallel,ComputingFullDistances,2087,-1.5120757239218234e-05
FordB,euclidean,single,parallel,Finalizing,230,-1.5120757239218234e-05
FordB,euclidean,single,parallel,Finished,3344,-1.5120757239218234e-05
Chinatown,sbd,single,parallel,Initializing,36,0.008191661828937206
Chinatown,sbd,single,parallel,Approximating,0,0.008191661828937206
Chinatown,sbd,single,parallel,ComputingFullDistances,374,0.008191661828937206
Chinatown,sbd,single,parallel,Finalizing,25,0.008191661828937206
Chinatown,sbd,single,parallel,Finished,437,0.008191661828937206
OliveOil,kdtw,complete,parallel,Initializing,57,0.36180378514007483
OliveOil,kdtw,complete,parallel,Approximating,0,0.36180378514007483
OliveOil,kdtw,complete,parallel,ComputingFullDistances,9654,0.36180378514007483
OliveOil,kdtw,complete,parallel,Finalizing,13,0.36180378514007483
OliveOil,kdtw,complete,parallel,Finished,9726,0.36180378514007483
MedicalImages,sbd,average,parallel,Initializing,105,-0.06789527403743327
MedicalImages,sbd,average,parallel,Approximating,0,-0.06789527403743327
MedicalImages,sbd,average,parallel,ComputingFullDistances,1516,-0.06789527403743327
MedicalImages,sbd,average,parallel,Finalizing,104,-0.06789527403743327
MedicalImages,sbd,average,parallel,Finished,1726,-0.06789527403743327
SmallKitchenAppliances,sbd,average,parallel,Initializing,342,0.00021562716631180306
SmallKitchenAppliances,sbd,average,parallel,Approximating,0,0.00021562716631180306
SmallKitchenAppliances,sbd,average,parallel,ComputingFullDistances,4330,0.00021562716631180306
SmallKitchenAppliances,sbd,average,parallel,Finalizing,58,0.00021562716631180306
SmallKitchenAppliances,sbd,average,parallel,Finished,4732,0.00021562716631180306
GestureMidAirD1,msm,weighted,parallel,Initializing,63,0.05650926643212272
GestureMidAirD1,msm,weighted,parallel,Approximating,0,0.05650926643212272
GestureMidAirD1,msm,weighted,parallel,ComputingFullDistances,1729,0.05650926643212272
GestureMidAirD1,msm,weighted,parallel,Finalizing,38,0.05650926643212272
GestureMidAirD1,msm,weighted,parallel,Finished,1831,0.05650926643212272
BME,euclidean,single,parallel,Initializing,41,0.14043066262032836
BME,euclidean,single,parallel,Approximating,0,0.14043066262032836
BME,euclidean,single,parallel,ComputingFullDistances,125,0.14043066262032836
BME,euclidean,single,parallel,Finalizing,23,0.14043066262032836
BME,euclidean,single,parallel,Finished,190,0.14043066262032836
FaceFour,kdtw,average,parallel,Initializing,81,0.0036586082364358954
FaceFour,kdtw,average,parallel,Approximating,0,0.0036586082364358954
FaceFour,kdtw,average,parallel,ComputingFullDistances,9583,0.0036586082364358954
FaceFour,kdtw,average,parallel,Finalizing,17,0.0036586082364358954
FaceFour,kdtw,average,parallel,Finished,9683,0.0036586082364358954
AllGestureWiimoteZ,sbd,single,parallel,Initializing,97,7.891574977381018e-05
AllGestureWiimoteZ,sbd,single,parallel,Approximating,0,7.891574977381018e-05
AllGestureWiimoteZ,sbd,single,parallel,ComputingFullDistances,1743,7.891574977381018e-05
AllGestureWiimoteZ,sbd,single,parallel,Finalizing,54,7.891574977381018e-05
AllGestureWiimoteZ,sbd,single,parallel,Finished,1895,7.891574977381018e-05
GestureMidAirD3,lorentzian,single,parallel,Initializing,72,0.0004773859028599408
GestureMidAirD3,lorentzian,single,parallel,Approximating,0,0.0004773859028599408
GestureMidAirD3,lorentzian,single,parallel,ComputingFullDistances,156,0.0004773859028599408
GestureMidAirD3,lorentzian,single,parallel,Finalizing,40,0.0004773859028599408
GestureMidAirD3,lorentzian,single,parallel,Finished,270,0.0004773859028599408
Yoga,sbd,single,parallel,Initializing,655,9.506775272622391e-05
Yoga,sbd,single,parallel,Approximating,0,9.506775272622391e-05
Yoga,sbd,single,parallel,ComputingFullDistances,44056,9.506775272622391e-05
Yoga,sbd,single,parallel,Finalizing,290,9.506775272622391e-05
Yoga,sbd,single,parallel,Finished,45001,9.506775272622391e-05
TwoLeadECG,euclidean,single,parallel,Initializing,106,0.0
TwoLeadECG,euclidean,single,parallel,Approximating,0,0.0
TwoLeadECG,euclidean,single,parallel,ComputingFullDistances,193,0.0
TwoLeadECG,euclidean,single,parallel,Finalizing,66,0.0
TwoLeadECG,euclidean,single,parallel,Finished,366,0.0
edeniss20182020_volume_anomalies,lorentzian,weighted,parallel,Initializing,51,
edeniss20182020_volume_anomalies,lorentzian,weighted,parallel,Approximating,0,
edeniss20182020_volume_anomalies,lorentzian,weighted,parallel,ComputingFullDistances,142,
edeniss20182020_volume_anomalies,lorentzian,weighted,parallel,Finalizing,26,
edeniss20182020_volume_anomalies,lorentzian,weighted,parallel,Finished,220,
GunPointMaleVersusFemale,euclidean,weighted,parallel,Initializing,68,0.23403436196676722
GunPointMaleVersusFemale,euclidean,weighted,parallel,Approximating,0,0.23403436196676722
GunPointMaleVersusFemale,euclidean,weighted,parallel,ComputingFullDistances,123,0.23403436196676722
GunPointMaleVersusFemale,euclidean,weighted,parallel,Finalizing,67,0.23403436196676722
GunPointMaleVersusFemale,euclidean,weighted,parallel,Finished,261,0.23403436196676722
Mallat,lorentzian,complete,parallel,Initializing,1149,0.7092760280732833
Mallat,lorentzian,complete,parallel,Approximating,0,0.7092760280732833
Mallat,lorentzian,complete,parallel,ComputingFullDistances,10297,0.7092760280732833
Mallat,lorentzian,complete,parallel,Finalizing,197,0.7092760280732833
Mallat,lorentzian,complete,parallel,Finished,11644,0.7092760280732833
RefrigerationDevices,sbd,ward,parallel,Initializing,311,0.007657355772383772
RefrigerationDevices,sbd,ward,parallel,Approximating,0,0.007657355772383772
RefrigerationDevices,sbd,ward,parallel,ComputingFullDistances,4283,0.007657355772383772
RefrigerationDevices,sbd,ward,parallel,Finalizing,60,0.007657355772383772
RefrigerationDevices,sbd,ward,parallel,Finished,4655,0.007657355772383772
Chinatown,kdtw,ward,parallel,Initializing,31,0.4756075263297611
Chinatown,kdtw,ward,parallel,Approximating,0,0.4756075263297611
Chinatown,kdtw,ward,parallel,ComputingFullDistances,856,0.4756075263297611
Chinatown,kdtw,ward,parallel,Finalizing,45,0.4756075263297611
Chinatown,kdtw,ward,parallel,Finished,933,0.4756075263297611
NonInvasiveFetalECGThorax2,kdtw,ward,parallel,Initializing,1347,0.06481831348833451
NonInvasiveFetalECGThorax2,kdtw,ward,parallel,Approximating,0,0.06481831348833451
NonInvasiveFetalECGThorax2,kdtw,ward,parallel,ComputingFullDistances,63664517,0.06481831348833451
NonInvasiveFetalECGThorax2,kdtw,ward,parallel,Finalizing,457,0.06481831348833451
NonInvasiveFetalECGThorax2,kdtw,ward,parallel,Finished,63666323,0.06481831348833451
StarLightCurves,sbd,ward,parallel,Initializing,3438,0.5387168214613925
StarLightCurves,sbd,ward,parallel,Approximating,0,0.5387168214613925
StarLightCurves,sbd,ward,parallel,ComputingFullDistances,788260,0.5387168214613925
StarLightCurves,sbd,ward,parallel,Finalizing,3321,0.5387168214613925
StarLightCurves,sbd,ward,parallel,Finished,795021,0.5387168214613925
Plane,msm,weighted,parallel,Initializing,53,0.7039371379952315
Plane,msm,weighted,parallel,Approximating,0,0.7039371379952315
Plane,msm,weighted,parallel,ComputingFullDistances,592,0.7039371379952315
Plane,msm,weighted,parallel,Finalizing,25,0.7039371379952315
