initializing,approximating,computingfulldistances,finalizing,finished,dataset,distance,linkage,strategy
1043,1823.0,10388,833,14087,UWaveGestureLibraryX,lorentzian,average,fcfs
230,3494.0,112173,382,116279,AllGestureWiimoteX,kdtw,single,approx_distance_ascending
1589,2409.0,2754407,359,2758764,MixedShapesSmallTrain,dtw,weighted,approx_distance_ascending
561,782.0,113723,84,115150,LargeKitchenAppliances,msm,complete,fcfs
298,167.0,41050,231,41746,HouseTwenty,dtw,ward,approx_distance_ascending
180,510.0,955,309,1954,ProximalPhalanxTW,msm,weighted,pre_clustering
317,441.0,858,315,1931,InsectEPGRegularTrain,sbd,complete,pre_clustering
147,46.0,23,63,279,OliveOil,lorentzian,complete,approx_distance_ascending
658,1280.0,5651,607,8196,ChlorineConcentration,euclidean,single,approx_distance_ascending
161,367.0,584,344,1456,DistalPhalanxTW,msm,average,approx_distance_ascending
176,459.0,893,360,1888,ProximalPhalanxTW,dtw,average,pre_clustering
317,74.0,38,359,788,HouseTwenty,lorentzian,single,approx_distance_ascending
350,711.0,2519,117,3697,PhalangesOutlinesCorrect,euclidean,weighted,pre_clustering
378,2604.0,7072,426,10480,FaceAll,sbd,complete,approx_distance_ascending
576,55863.0,3146378,800,3203617,ChlorineConcentration,kdtw,average,approx_distance_ascending
262,53.0,32,91,438,Rock,lorentzian,single,approx_distance_ascending
208,66.0,18,9,301,Herring,lorentzian,average,fcfs
177,385.0,508,385,1455,DistalPhalanxOutlineAgeGroup,msm,single,approx_distance_ascending
1017,195.0,352,321,1885,SemgHandGenderCh2,euclidean,ward,approx_distance_ascending
140,415.0,698,17,1270,edeniss20182020_rh_anomalies,sbd,average,pre_clustering
626,2389.0,6701953,279,6705247,EOGHorizontalSignal,kdtw,single,fcfs
5049,19920.0,36734004,4691,36763664,StarLightCurves,dtw,ward,pre_clustering
127,526.0,10807,206,11666,edeniss20182020_par_anomalies,kdtw,complete,approx_distance_ascending
272,892.0,21945,1219,24328,edeniss20182020_temp_anomalies,dtw,single,pre_clustering
141,85.0,30,7,263,edeniss20182020_par_anomalies,lorentzian,complete,pre_clustering
661,73863.0,2517629,1559,2593712,TwoPatterns,kdtw,weighted,pre_clustering
912,130.0,813,7,1862,InlineSkate,euclidean,weighted,pre_clustering
476,618.0,2039,11,3144,Computers,sbd,ward,fcfs
152,135.0,115,97,499,SyntheticControl,euclidean,ward,pre_clustering
251,216.0,308,277,1052,ECGFiveDays,euclidean,ward,approx_distance_ascending
928,3269.0,15552,2884,22633,Wafer,euclidean,weighted,approx_distance_ascending
345,470.0,603,221,1639,WormsTwoClass,sbd,single,approx_distance_ascending
371,2042.0,112195,1369,115977,edeniss20182020_ics_anomalies,dtw,weighted,approx_distance_ascending
163,522.0,258,7,950,PowerCons,sbd,complete,fcfs
540,165.0,749,24,1478,RefrigerationDevices,euclidean,weighted,pre_clustering
639,804.0,335571,241,337255,EOGHorizontalSignal,dtw,ward,pre_clustering
500,600.0,2213,292,3605,Computers,sbd,ward,pre_clustering
179,500.0,334,203,1216,edeniss20182020_ec_anomalies,sbd,single,approx_distance_ascending
618,1969.0,6652922,383,6655892,EOGVerticalSignal,kdtw,weighted,pre_clustering
359,715.0,1426,363,2863,FacesUCR,euclidean,complete,approx_distance_ascending
123,79.0,22,1,225,edeniss20182020_valve_anomalies,lorentzian,single,pre_clustering
208,398.0,844,8,1458,MiddlePhalanxOutlineAgeGroup,dtw,average,fcfs
677,6885.0,150986,1594,160142,TwoPatterns,msm,average,pre_clustering
980,1107.0,750081,180,752348,SemgHandMovementCh2,dtw,weighted,pre_clustering
153,739.0,663,329,1884,ItalyPowerDemand,msm,ward,pre_clustering
271,392.0,1018,40,1721,SwedishLeaf,lorentzian,complete,pre_clustering
158,36.0,15,5,214,OliveOil,euclidean,ward,pre_clustering
152,447.0,384,37,1020,edeniss20182020_ec_anomalies,sbd,single,fcfs
1871,4046.0,3161416,528,3167861,NonInvasiveFetalECGThorax2,dtw,single,pre_clustering
141,83.0,17,3,244,UMD,lorentzian,single,fcfs
158,303.0,847,290,1598,PowerCons,msm,average,approx_distance_ascending
166,38.0,31,2,237,FaceFour,euclidean,single,pre_clustering
114,54.0,12,4,184,PickupGestureWiimoteZ,lorentzian,average,fcfs
160,132.0,432,6,730,DistalPhalanxTW,lorentzian,ward,pre_clustering
159,391.0,509,378,1437,DistalPhalanxTW,msm,single,approx_distance_ascending
142,402.0,242,4,790,BME,sbd,ward,pre_clustering
149,61.0,70,9,289,Plane,euclidean,complete,approx_distance_ascending
165,499.0,635,8,1307,GestureMidAirD1,sbd,average,pre_clustering
158,118.0,110,78,464,DistalPhalanxTW,euclidean,complete,pre_clustering
146,156.0,541,20,863,edeniss20182020_volume_anomalies,dtw,ward,fcfs
190,248.0,2424,407,3269,GesturePebbleZ1,msm,complete,approx_distance_ascending
176,916.0,20964,396,22452,GestureMidAirD3,kdtw,ward,approx_distance_ascending
884,17669.0,85851,2545,106949,Wafer,sbd,complete,fcfs
151,818.0,13565,506,15040,edeniss20182020_ec_anomalies,kdtw,weighted,pre_clustering
381,305.0,444,36,1166,FiftyWords,lorentzian,ward,fcfs
173,587.0,581,282,1623,SonyAIBORobotSurface1,msm,average,approx_distance_ascending
669,2093.0,8412,1116,12290,ECG5000,lorentzian,complete,approx_distance_ascending
356,1239.0,428895,317,430807,Earthquakes,kdtw,average,pre_clustering
138,94.0,304,233,769,OliveOil,dtw,weighted,approx_distance_ascending
382,933.0,1555,1563,4433,edeniss20182020_ics_anomalies,euclidean,complete,pre_clustering
244,218.0,9118,269,9849,InsectEPGSmallTrain,msm,weighted,approx_distance_ascending
211,211.0,1893,268,2583,ToeSegmentation1,dtw,single,pre_clustering
154,313.0,916,344,1727,DistalPhalanxTW,dtw,average,pre_clustering
191,702.0,165,371,1429,MiddlePhalanxTW,sbd,weighted,approx_distance_ascending
207,785.0,1611,286,2889,ProximalPhalanxOutlineCorrect,dtw,average,approx_distance_ascending
457,354.0,50595,232,51638,Computers,dtw,average,approx_distance_ascending
555,885.0,4810,272,6522,RefrigerationDevices,sbd,ward,pre_clustering
359,15808.0,535307,555,552029,FacesUCR,kdtw,complete,pre_clustering
530,299.0,160328,218,161375,PigCVP,msm,complete,pre_clustering
166,1451.0,11468,405,13490,DistalPhalanxOutlineAgeGroup,kdtw,complete,pre_clustering
285,259.0,12813,183,13540,InsectEPGRegularTrain,msm,single,pre_clustering
351,15343.0,530662,431,546787,FaceAll,kdtw,single,approx_distance_ascending
1377,14019.0,36374107,476,36389979,Phoneme,kdtw,weighted,pre_clustering
114,268.0,493,5,880,edeniss20182020_vpd_anomalies,sbd,average,pre_clustering
133,152.0,73,255,613,BME,dtw,average,approx_distance_ascending
1139,5503.0,697593,786,705021,UWaveGestureLibraryX,msm,weighted,approx_distance_ascending
822,2783.0,288150,578,292333,FreezerRegularTrain,dtw,ward,pre_clustering
187,422.0,563,4,1176,ToeSegmentation1,sbd,average,pre_clustering
329,409.0,900,3,1641,Worms,sbd,average,pre_clustering
520,291.0,103325,185,104321,Haptics,msm,complete,pre_clustering
108,143.0,628,8,887,edeniss20182020_vpd_anomalies,dtw,complete,pre_clustering
454,4081.0,883880,387,888802,PLAID,kdtw,ward,approx_distance_ascending
1437,7784.0,109104,970,119295,FordB,sbd,ward,fcfs
599,1764.0,5719,246,8328,ChlorineConcentration,lorentzian,single,fcfs
167,398.0,1116,255,1936,MiddlePhalanxTW,msm,average,pre_clustering
1381,610.0,7682,498,10171,Phoneme,lorentzian,complete,pre_clustering
237,52.0,53,58,400,ShapeletSim,euclidean,ward,approx_distance_ascending
904,142.0,215,336,1597,InlineSkate,euclidean,average,approx_distance_ascending
229,153.0,1593,30,2005,Herring,dtw,average,fcfs
1491,1364.0,5861,1307,10023,FordB,euclidean,complete,approx_distance_ascending
131,55.0,38,9,233,edeniss20182020_par_anomalies,euclidean,average,pre_clustering
179,326.0,1721,9,2235,GunPointMaleVersusFemale,msm,ward,fcfs
270,88.0,51,75,484,DiatomSizeReduction,euclidean,complete,pre_clustering
355,221.0,21956,105,22637,WormsTwoClass,dtw,single,pre_clustering
164,256.0,2017,12,2449,GestureMidAirD3,dtw,ward,fcfs
377,976.0,2294,23,3670,WordSynonyms,sbd,single,fcfs
751,6727.0,176878,667,185023,ECG5000,msm,weighted,fcfs
137,212.0,887,440,1676,edeniss20182020_rh_anomalies,msm,weighted,approx_distance_ascending
125,170.0,634,39,968,edeniss20182020_level_anomalies,msm,single,fcfs
1742,132294.0,499504,18827,652367,Crop,dtw,complete,fcfs
672,1988.0,6987,1013,10660,TwoPatterns,euclidean,complete,pre_clustering
152,531.0,115,366,1164,PowerCons,sbd,single,approx_distance_ascending
286,302.0,332443,1063,334094,Rock,kdtw,single,pre_clustering
569,889.0,4434,406,6298,RefrigerationDevices,sbd,complete,pre_clustering
132,480.0,3203,55,3870,BME,kdtw,average,fcfs
1077,1803.0,6092,1502,10474,UWaveGestureLibraryY,euclidean,complete,approx_distance_ascending
204,293.0,144,95,736,SonyAIBORobotSurface2,euclidean,ward,pre_clustering
206,290.0,1693,282,2471,GunPointAgeSpan,dtw,average,pre_clustering
195,103.0,72,57,427,GunPointMaleVersusFemale,euclidean,complete,fcfs
658,663.0,336190,227,337738,EOGHorizontalSignal,dtw,ward,fcfs
1858,25998.0,71191584,315,71219755,MixedShapesRegularTrain,kdtw,single,approx_distance_ascending
358,787.0,18569,230,19944,Strawberry,msm,complete,approx_distance_ascending
337,222.0,21601,225,22385,WormsTwoClass,dtw,weighted,approx_distance_ascending
144,52.0,60,13,269,GunPoint,euclidean,weighted,approx_distance_ascending
680,26962.0,4791752,351,4819745,FreezerRegularTrain,kdtw,single,fcfs
204,466.0,768,12,1450,MiddlePhalanxOutlineAgeGroup,msm,complete,fcfs
179,498.0,539,4,1220,PowerCons,sbd,weighted,pre_clustering
109,492.0,64,12,677,Chinatown,sbd,complete,fcfs
241,745.0,5263,23,6272,ECGFiveDays,msm,weighted,fcfs
108,90.0,38,18,254,Chinatown,euclidean,average,fcfs
1065,60445.0,12262364,601,12324475,UWaveGestureLibraryY,kdtw,single,approx_distance_ascending
111,220.0,245,130,706,PickupGestureWiimoteZ,sbd,ward,approx_distance_ascending
246,1203.0,1551,275,3275,TwoLeadECG,sbd,average,pre_clustering
223,193.0,2994,274,3684,Ham,msm,ward,pre_clustering
118,67.0,35,3,223,edeniss20182020_valve_anomalies,lorentzian,weighted,pre_clustering
589,2241.0,6662128,364,6665322,EOGHorizontalSignal,kdtw,average,approx_distance_ascending
185,425.0,419,672,1701,MiddlePhalanxTW,msm,ward,pre_clustering
328,759.0,20921,326,22334,WordSynonyms,msm,ward,pre_clustering
169,674.0,280,11,1134,MiddlePhalanxTW,sbd,weighted,fcfs
673,5030.0,184193,882,190778,ChlorineConcentration,dtw,ward,approx_distance_ascending
172,1488.0,11405,432,13497,DistalPhalanxTW,kdtw,complete,pre_clustering
1651,3883.0,3157170,790,3163494,NonInvasiveFetalECGThorax2,dtw,average,approx_distance_ascending
255,177.0,3581,328,4341,ShapeletSim,msm,average,pre_clustering
155,75.0,29,7,266,ECG200,lorentzian,weighted,pre_clustering
217,777.0,71358,385,72737,DiatomSizeReduction,kdtw,single,pre_clustering
203,47.0,42,5,297,Lightning2,euclidean,single,approx_distance_ascending
891,1025.0,13565,383,15864,SemgHandGenderCh2,sbd,weighted,pre_clustering
432,820.0,61603,769,63624,PLAID,msm,single,pre_clustering
366,839.0,7955,62,9222,FacesUCR,euclidean,single,pre_clustering
192,51.0,11,19,273,ToeSegmentation2,euclidean,weighted,fcfs
350,217.0,21897,95,22559,Worms,dtw,weighted,fcfs
166,763.0,608,37,1574,ItalyPowerDemand,msm,complete,fcfs
240,492.0,77559,287,78578,ShapeletSim,kdtw,ward,approx_distance_ascending
166,487.0,16796,172,17621,ArrowHead,kdtw,average,fcfs
147,196.0,77,399,819,GunPoint,dtw,ward,approx_distance_ascending
191,421.0,534,439,1585,MiddlePhalanxOutlineAgeGroup,dtw,complete,approx_distance_ascending
131,50.0,61,9,251,UMD,euclidean,weighted,approx_distance_ascending
964,896.0,752933,215,755008,SemgHandMovementCh2,dtw,complete,fcfs
119,188.0,1664,417,2388,Coffee,kdtw,single,pre_clustering
164,204.0,704,341,1413,Lightning7,msm,ward,pre_clustering
198,475.0,893,13,1579,ProximalPhalanxOutlineAgeGroup,dtw,weighted,fcfs
536,320.0,156799,228,157883,PigCVP,msm,average,fcfs
320,73.0,38,282,713,HouseTwenty,lorentzian,complete,approx_distance_ascending
170,176.0,590,15,951,FaceFour,msm,single,fcfs
1612,61930.0,1121836,9268,1194646,ElectricDevices,dtw,weighted,pre_clustering
143,50.0,46,7,246,Plane,euclidean,complete,pre_clustering
301,308.0,424,607,1640,edeniss20182020_temp_anomalies,euclidean,complete,approx_distance_ascending
1752,1691.0,16964,757,21164,NonInvasiveFetalECGThorax2,lorentzian,weighted,approx_distance_ascending
1536,797.0,1732,102,4167,Mallat,euclidean,weighted,fcfs
353,67.0,214,4,638,WormsTwoClass,euclidean,average,pre_clustering
137,48.0,19,12,216,edeniss20182020_volume_anomalies,euclidean,complete,fcfs
183,142.0,1077,24,1426,Meat,dtw,weighted,fcfs
155,161.0,370,498,1184,edeniss20182020_volume_anomalies,dtw,single,approx_distance_ascending
170,124.0,104,48,446,SyntheticControl,euclidean,single,fcfs
419,66.0,62,41,588,ACSF1,euclidean,weighted,approx_distance_ascending
536,1302.0,2071631,219,2073688,Haptics,kdtw,complete,approx_distance_ascending
139,157.0,196,177,669,Wine,msm,weighted,approx_distance_ascending
288,400.0,851,476,2015,edeniss20182020_temp_anomalies,euclidean,weighted,pre_clustering
629,534.0,332909,180,334252,EOGHorizontalSignal,msm,complete,fcfs
203,780.0,1945,186,3114,SonyAIBORobotSurface2,msm,ward,pre_clustering
979,222.0,341,420,1962,SemgHandMovementCh2,euclidean,weighted,approx_distance_ascending
136,170.0,599,3,908,BME,dtw,weighted,pre_clustering
918,17177.0,278963,2437,299495,Wafer,sbd,average,pre_clustering
123,48.0,39,12,222,edeniss20182020_volume_anomalies,euclidean,average,pre_clustering
120,145.0,174,9,448,PickupGestureWiimoteZ,msm,complete,fcfs
1763,1331.0,4199,832,8125,NonInvasiveFetalECGThorax1,euclidean,weighted,approx_distance_ascending
349,254.0,280,296,1179,CricketX,lorentzian,single,approx_distance_ascending
143,127.0,3191,226,3687,BeetleFly,kdtw,average,approx_distance_ascending
357,248.0,21600,68,22273,Worms,msm,average,fcfs
615,2257.0,6676144,245,6679261,EOGVerticalSignal,kdtw,single,pre_clustering
386,1918.0,33797,325,36426,FaceAll,dtw,single,pre_clustering
380,1924.0,33563,473,36340,FaceAll,msm,single,pre_clustering
1883,4215.0,3132764,672,3139534,NonInvasiveFetalECGThorax2,msm,average,pre_clustering
297,454.0,841765,424,842940,HouseTwenty,kdtw,single,fcfs
144,49.0,42,5,240,UMD,euclidean,complete,pre_clustering
246,3522.0,113324,393,117485,AllGestureWiimoteY,kdtw,complete,approx_distance_ascending
586,806.0,4834,269,6495,LargeKitchenAppliances,sbd,complete,pre_clustering
121,156.0,45,426,748,edeniss20182020_vpd_anomalies,msm,average,approx_distance_ascending
156,907.0,21119,109,22291,GestureMidAirD3,kdtw,average,fcfs
188,386.0,507,403,1484,MiddlePhalanxOutlineAgeGroup,msm,complete,approx_distance_ascending
952,221.0,493,41,1707,SemgHandSubjectCh2,euclidean,ward,fcfs
391,297.0,201,51,940,PLAID,euclidean,average,fcfs
175,559.0,606,308,1648,ProximalPhalanxOutlineAgeGroup,msm,average,approx_distance_ascending
380,1103.0,2907,245,4635,WordSynonyms,sbd,weighted,pre_clustering
191,999.0,616,449,2255,ProximalPhalanxOutlineCorrect,sbd,ward,approx_distance_ascending
328,73.0,31,40,472,Worms,euclidean,weighted,fcfs
1595,1867.0,2460238,452,2464152,Mallat,msm,average,approx_distance_ascending
151,551.0,98,390,1190,PowerCons,sbd,ward,approx_distance_ascending
1029,60405.0,12288440,1125,12350999,UWaveGestureLibraryZ,kdtw,average,fcfs
264,79.0,105,8,456,InsectEPGSmallTrain,lorentzian,average,fcfs
152,182.0,402,521,1257,edeniss20182020_level_anomalies,msm,ward,approx_distance_ascending
122,31.0,13,4,170,BirdChicken,euclidean,weighted,approx_distance_ascending
227,917.0,3197,348,4689,TwoLeadECG,dtw,ward,approx_distance_ascending
225,302.0,356,252,1135,MiddlePhalanxOutlineCorrect,lorentzian,weighted,approx_distance_ascending
625,1947.0,8816,1194,12582,TwoPatterns,lorentzian,ward,approx_distance_ascending
191,517.0,33207,269,34184,ToeSegmentation1,kdtw,complete,fcfs
177,666.0,190,453,1486,ProximalPhalanxOutlineAgeGroup,sbd,single,approx_distance_ascending
136,416.0,351,149,1052,edeniss20182020_ec_anomalies,sbd,average,approx_distance_ascending
163,550.0,5031,438,6182,GunPoint,kdtw,average,approx_distance_ascending
347,567.0,440725,235,441874,Worms,kdtw,complete,approx_distance_ascending
531,589.0,2655,321,4096,Haptics,sbd,weighted,pre_clustering
841,286.0,1506,404,3037,SemgHandGenderCh2,lorentzian,single,approx_distance_ascending
184,71.0,158,2,415,Car,lorentzian,single,pre_clustering
140,80.0,23,6,249,Plane,lorentzian,ward,fcfs
268,4504.0,127097,323,132192,SwedishLeaf,kdtw,ward,pre_clustering
141,100.0,509,44,794,OliveOil,msm,average,fcfs
131,55.0,30,6,222,edeniss20182020_volume_anomalies,euclidean,ward,pre_clustering
206,227.0,216,76,725,SonyAIBORobotSurface2,euclidean,complete,pre_clustering
520,72.0,104,224,920,PigCVP,euclidean,average,approx_distance_ascending
168,108.0,389,5,670,GunPointMaleVersusFemale,lorentzian,weighted,pre_clustering
1536,35260.0,53544713,767,53582276,NonInvasiveFetalECGThorax2,kdtw,complete,approx_distance_ascending
123,498.0,6922,508,8051,edeniss20182020_level_anomalies,kdtw,ward,pre_clustering
415,1074.0,4219,23,5731,Symbols,sbd,single,fcfs
1030,1914.0,10617,1266,14827,UWaveGestureLibraryZ,lorentzian,ward,approx_distance_ascending
369,2318.0,333290,288,336265,CricketY,kdtw,single,fcfs
161,241.0,2526,368,3296,GesturePebbleZ2,dtw,complete,pre_clustering
166,199.0,183,8,556,OliveOil,sbd,average,fcfs
209,155.0,2049,222,2635,Lightning2,dtw,single,approx_distance_ascending
195,929.0,580,382,2086,DistalPhalanxOutlineCorrect,sbd,weighted,approx_distance_ascending
506,132.0,1001,6,1645,Computers,lorentzian,complete,pre_clustering
337,2595.0,16792,211,19935,PhalangesOutlinesCorrect,msm,weighted,fcfs
134,150.0,227,133,644,UMD,msm,weighted,approx_distance_ascending
115,94.0,78,40,327,SmoothSubspace,lorentzian,average,approx_distance_ascending
180,139.0,499,335,1153,Lightning7,dtw,complete,approx_distance_ascending
122,142.0,3238,265,3767,BeetleFly,kdtw,weighted,fcfs
529,605.0,114437,221,115792,LargeKitchenAppliances,msm,weighted,approx_distance_ascending
310,3027.0,362394,403,366134,WordSynonyms,kdtw,single,pre_clustering
366,344.0,19302,324,20336,Earthquakes,msm,ward,approx_distance_ascending
1196,320.0,4512,24,6052,EthanolLevel,lorentzian,average,fcfs
543,760.0,114426,238,115967,RefrigerationDevices,msm,ward,approx_distance_ascending
271,446.0,751,6,1474,InsectEPGRegularTrain,sbd,weighted,fcfs
154,4349.0,5034,464,10001,ItalyPowerDemand,kdtw,average,pre_clustering
487,809.0,114463,223,115982,RefrigerationDevices,msm,complete,approx_distance_ascending
252,1138.0,1622,264,3276,AllGestureWiimoteZ,sbd,complete,approx_distance_ascending
199,294.0,46046,292,46831,Lightning2,kdtw,ward,fcfs
119,58.0,11,5,193,edeniss20182020_vpd_anomalies,lorentzian,ward,fcfs
338,414.0,672,8,1432,WormsTwoClass,sbd,weighted,fcfs
185,280.0,221,63,749,DistalPhalanxOutlineCorrect,lorentzian,ward,pre_clustering
130,51.0,18,13,212,edeniss20182020_level_anomalies,euclidean,ward,fcfs
891,573.0,613259,209,614932,InlineSkate,msm,single,pre_clustering
1094,3147.0,696580,198,701019,Yoga,dtw,single,fcfs
345,788.0,19392,25,20550,CricketY,dtw,complete,fcfs
190,111.0,57,37,395,GunPointMaleVersusFemale,euclidean,single,fcfs
143,448.0,348,145,1084,edeniss20182020_ph_anomalies,sbd,ward,approx_distance_ascending
199,682.0,2597,23,3501,DistalPhalanxOutlineCorrect,msm,single,pre_clustering
196,61.0,48,16,321,ToeSegmentation1,euclidean,complete,pre_clustering
1993,767.0,2532,358,5650,MixedShapesRegularTrain,euclidean,ward,fcfs
119,166.0,249,15,549,edeniss20182020_vpd_anomalies,msm,ward,fcfs
765,2603.0,265169,256,268793,FreezerSmallTrain,dtw,weighted,fcfs
136,705.0,15521,106,16468,edeniss20182020_ph_anomalies,kdtw,complete,fcfs
689,25339.0,4438087,601,4464716,FreezerSmallTrain,kdtw,ward,fcfs
163,533.0,465,9,1170,GestureMidAirD3,sbd,single,fcfs
1217,1115.0,19848,379,22559,EthanolLevel,sbd,weighted,pre_clustering
560,93.0,696,3,1352,PigAirwayPressure,lorentzian,average,pre_clustering
1512,17910.0,48774516,383,48794321,Mallat,kdtw,ward,pre_clustering
