initializing,approximating,computingfulldistances,finalizing,finished,dataset,distance,linkage,strategy
1770,185907.0,322412,9279,519368,Crop,sbd,single,fcfs
154,399.0,549,18,1120,SyntheticControl,dtw,average,fcfs
218,286.0,348,170,1022,ProximalPhalanxOutlineCorrect,lorentzian,ward,approx_distance_ascending
231,1431.0,1395,308,3365,MoteStrain,sbd,complete,approx_distance_ascending
559,560.0,2326,252,3697,Haptics,sbd,average,approx_distance_ascending
165,216.0,2770,17,3168,GesturePebbleZ1,dtw,average,fcfs
657,27594.0,4814695,437,4843383,FreezerRegularTrain,kdtw,weighted,fcfs
750,27469.0,4817155,760,4846134,FreezerRegularTrain,kdtw,complete,approx_distance_ascending
139,172.0,60,214,585,ECG200,msm,single,approx_distance_ascending
520,373.0,50870,43,51806,Computers,msm,weighted,fcfs
159,239.0,3937,360,4695,Wine,kdtw,average,approx_distance_ascending
209,1026.0,627,22,1884,MiddlePhalanxOutlineCorrect,sbd,single,fcfs
356,193.0,142,109,800,CricketY,euclidean,average,fcfs
248,194.0,277,224,943,Adiac,euclidean,complete,approx_distance_ascending
221,705.0,1145,8,2079,ProximalPhalanxOutlineAgeGroup,sbd,single,pre_clustering
140,63.0,72,16,291,Plane,euclidean,single,approx_distance_ascending
164,80.0,185,3,432,Trace,lorentzian,single,pre_clustering
197,1428.0,11525,441,13591,MiddlePhalanxTW,kdtw,single,approx_distance_ascending
393,762.0,21039,34,22228,FiftyWords,msm,ward,fcfs
852,162.0,1507,5,2526,InlineSkate,lorentzian,single,fcfs
251,1418.0,1390,40,3099,MedicalImages,sbd,weighted,fcfs
560,1019.0,3207007,511,3209097,PigAirwayPressure,kdtw,ward,fcfs
113,235.0,322,5,675,ShakeGestureWiimoteZ,sbd,complete,fcfs
287,269.0,12443,152,13151,OSULeaf,dtw,ward,approx_distance_ascending
331,278.0,528,12,1149,WordSynonyms,lorentzian,single,fcfs
132,392.0,56,104,684,BME,sbd,average,approx_distance_ascending
328,402.0,390,324,1444,Strawberry,lorentzian,weighted,approx_distance_ascending
408,294.0,698,38,1438,Symbols,euclidean,complete,pre_clustering
114,45.0,14,12,185,BirdChicken,lorentzian,ward,approx_distance_ascending
103,299.0,498,2573,3473,PickupGestureWiimoteZ,kdtw,complete,approx_distance_ascending
408,278.0,337,211,1234,PLAID,euclidean,single,approx_distance_ascending
1465,433.0,4654,508,7060,CinCECGTorso,lorentzian,ward,approx_distance_ascending
117,45.0,30,2,194,edeniss20182020_co2_anomalies,euclidean,single,pre_clustering
164,77.0,31,7,279,GesturePebbleZ1,euclidean,weighted,fcfs
140,89.0,193,417,839,OliveOil,msm,complete,approx_distance_ascending
255,465.0,274,53,1047,MedicalImages,lorentzian,ward,fcfs
1523,6455.0,2151256,1055,2160289,FordA,msm,ward,pre_clustering
1785,134501.0,541393,33928,711607,Crop,msm,complete,approx_distance_ascending
129,71.0,15,5,220,BME,lorentzian,ward,fcfs
232,259.0,135,77,703,AllGestureWiimoteX,euclidean,ward,fcfs
205,94.0,49,43,391,GestureMidAirD3,euclidean,single,pre_clustering
574,1083.0,3232175,451,3234283,PigCVP,kdtw,ward,pre_clustering
240,716.0,8232,811,9999,AllGestureWiimoteX,msm,complete,approx_distance_ascending
566,1793.0,113142,325,115826,InsectWingbeatSound,dtw,single,approx_distance_ascending
124,31.0,11,6,172,BirdChicken,euclidean,complete,pre_clustering
2417,5554.0,7284485,1109,7293565,UWaveGestureLibraryAll,msm,complete,approx_distance_ascending
252,1086.0,1861,32,3231,AllGestureWiimoteZ,sbd,weighted,fcfs
162,615.0,306,27,1110,DistalPhalanxOutlineAgeGroup,sbd,single,fcfs
223,251.0,4522,17,5013,DiatomSizeReduction,dtw,average,fcfs
197,306.0,1751,7,2261,GunPointOldVersusYoung,dtw,complete,fcfs
372,3073.0,13309,1037,17791,edeniss20182020_ics_anomalies,sbd,weighted,fcfs
150,156.0,507,409,1222,edeniss20182020_volume_anomalies,dtw,average,pre_clustering
594,587.0,114285,203,115669,SmallKitchenAppliances,msm,complete,approx_distance_ascending
263,444.0,706,13,1426,Fish,sbd,complete,fcfs
1681,73220.0,45829306,1154,45905361,FordA,kdtw,single,pre_clustering
964,2939.0,14516357,310,14520570,SemgHandMovementCh2,kdtw,average,approx_distance_ascending
122,74.0,20,7,223,edeniss20182020_volume_anomalies,lorentzian,weighted,fcfs
194,435.0,575,3,1207,ToeSegmentation1,sbd,weighted,pre_clustering
447,371.0,724,13,1555,ACSF1,sbd,average,fcfs
231,54.0,65,55,405,Ham,euclidean,complete,approx_distance_ascending
526,14949.0,2063180,448,2079103,InsectWingbeatSound,kdtw,weighted,approx_distance_ascending
171,89.0,31,12,303,GestureMidAirD2,euclidean,ward,fcfs
171,185.0,1176,10,1542,Trace,msm,average,fcfs
206,294.0,1464,280,2244,GunPointMaleVersusFemale,dtw,weighted,approx_distance_ascending
1114,5310.0,699243,883,706550,UWaveGestureLibraryY,dtw,ward,approx_distance_ascending
1170,1685.0,10385,523,13763,UWaveGestureLibraryX,lorentzian,ward,fcfs
345,664.0,19386,20,20415,CricketY,msm,single,fcfs
237,47.0,202,3,489,ShapeletSim,euclidean,single,pre_clustering
1488,992.0,9412,99,11991,Mallat,lorentzian,average,fcfs
1843,3848.0,3166126,570,3172387,NonInvasiveFetalECGThorax1,dtw,complete,fcfs
259,323.0,451,272,1305,MedicalImages,euclidean,weighted,approx_distance_ascending
172,143.0,1122,122,1559,Meat,dtw,average,pre_clustering
373,914.0,1455,126,2868,edeniss20182020_ics_anomalies,lorentzian,weighted,fcfs
110,93.0,55,158,416,Coffee,dtw,weighted,approx_distance_ascending
1860,5798.0,119788,830,128276,NonInvasiveFetalECGThorax1,sbd,weighted,pre_clustering
183,157.0,159,181,680,SyntheticControl,lorentzian,weighted,approx_distance_ascending
193,87.0,276,2,558,ToeSegmentation1,lorentzian,complete,pre_clustering
965,1114.0,748031,303,750413,SemgHandSubjectCh2,msm,weighted,approx_distance_ascending
1104,7411.0,91889,1137,101541,UWaveGestureLibraryZ,sbd,average,pre_clustering
135,73.0,21,6,235,GunPoint,lorentzian,average,fcfs
568,1116.0,134727,265,136676,ShapesAll,msm,ward,pre_clustering
234,721.0,9236,16,10207,AllGestureWiimoteX,msm,single,fcfs
276,66.0,36,33,411,InsectEPGSmallTrain,euclidean,single,fcfs
1773,4374.0,3120407,612,3127166,NonInvasiveFetalECGThorax1,msm,weighted,fcfs
199,232.0,2067,10,2508,ToeSegmentation1,dtw,weighted,fcfs
2303,1353.0,7609,1022,12287,UWaveGestureLibraryAll,euclidean,complete,pre_clustering
153,320.0,414,229,1116,ItalyPowerDemand,euclidean,weighted,approx_distance_ascending
250,409.0,513,3,1175,ShapeletSim,sbd,ward,pre_clustering
669,6405.0,149499,949,157522,TwoPatterns,dtw,complete,fcfs
934,1165.0,13584,260,15943,SemgHandGenderCh2,sbd,average,pre_clustering
249,917.0,70373,299,71838,DiatomSizeReduction,kdtw,weighted,approx_distance_ascending
194,307.0,358,42,901,Meat,sbd,ward,approx_distance_ascending
348,941.0,2487,262,4038,CricketX,sbd,weighted,pre_clustering
1016,200.0,486,25,1727,SemgHandGenderCh2,euclidean,weighted,fcfs
146,35.0,16,2,199,OliveOil,euclidean,complete,approx_distance_ascending
135,229.0,2750,116,3230,edeniss20182020_vpd_anomalies,kdtw,ward,fcfs
264,218.0,9297,321,10100,InsectEPGSmallTrain,msm,complete,pre_clustering
209,71.0,27,11,318,ToeSegmentation1,euclidean,complete,fcfs
235,682.0,4944,302,6163,CBF,dtw,complete,approx_distance_ascending
2092,384.0,1172,520,4168,HandOutlines,euclidean,complete,approx_distance_ascending
160,828.0,21093,327,22408,GestureMidAirD2,kdtw,single,pre_clustering
4877,20733.0,36560695,4644,36590949,StarLightCurves,msm,weighted,approx_distance_ascending
596,55990.0,3149298,823,3206707,ChlorineConcentration,kdtw,weighted,pre_clustering
161,168.0,490,110,929,ItalyPowerDemand,lorentzian,ward,fcfs
542,432.0,158362,225,159561,PigAirwayPressure,msm,single,pre_clustering
683,5198.0,182737,1090,189708,ChlorineConcentration,msm,complete,approx_distance_ascending
327,243.0,21830,97,22497,WormsTwoClass,dtw,complete,fcfs
335,3586.0,323143,312,327376,Strawberry,kdtw,complete,approx_distance_ascending
414,1127.0,4351,343,6235,Symbols,sbd,average,approx_distance_ascending
1008,1866.0,10721,873,14468,UWaveGestureLibraryY,lorentzian,average,approx_distance_ascending
1187,5537.0,695576,749,703049,UWaveGestureLibraryZ,msm,ward,fcfs
391,18403.0,1439652,1059,1459505,edeniss20182020_ics_anomalies,kdtw,complete,approx_distance_ascending
579,55520.0,3123020,571,3179690,ChlorineConcentration,kdtw,single,approx_distance_ascending
125,85.0,24,2,236,edeniss20182020_par_anomalies,lorentzian,single,fcfs
349,3421.0,318362,331,322463,Strawberry,kdtw,single,approx_distance_ascending
806,2827.0,290597,389,294619,FreezerRegularTrain,dtw,single,pre_clustering
245,889.0,6541,22,7697,Adiac,msm,complete,fcfs
161,934.0,20956,64,22115,GestureMidAirD2,kdtw,single,fcfs
179,520.0,841,302,1842,ProximalPhalanxTW,dtw,ward,pre_clustering
373,765.0,1468,132,2738,FacesUCR,lorentzian,weighted,fcfs
181,252.0,1967,14,2414,GestureMidAirD1,dtw,complete,fcfs
324,1059.0,2437,29,3849,WordSynonyms,sbd,weighted,fcfs
362,15702.0,535727,565,552356,FacesUCR,kdtw,weighted,pre_clustering
294,310.0,988,3,1595,HouseTwenty,sbd,single,pre_clustering
419,955.0,57407,24,58805,Symbols,msm,single,fcfs
623,152.0,279,319,1373,EOGVerticalSignal,euclidean,single,approx_distance_ascending
274,1211.0,5220,19,6724,SwedishLeaf,sbd,single,pre_clustering
172,81.0,100,83,436,GestureMidAirD3,euclidean,average,approx_distance_ascending
2168,439.0,7968,47,10622,HandOutlines,lorentzian,ward,fcfs
144,98.0,202,184,628,BirdChicken,dtw,weighted,approx_distance_ascending
323,329.0,672,257,1581,WordSynonyms,lorentzian,ward,pre_clustering
207,48.0,15,7,277,Meat,euclidean,complete,fcfs
165,238.0,2670,295,3368,GesturePebbleZ1,dtw,complete,pre_clustering
565,332.0,156782,224,157903,PigAirwayPressure,msm,single,fcfs
242,476.0,953,50,1721,MoteStrain,lorentzian,complete,pre_clustering
1184,326.0,4241,382,6133,EthanolLevel,lorentzian,average,pre_clustering
294,368.0,12793,29,13484,OSULeaf,dtw,weighted,fcfs
1575,1637.0,60794,887,64893,FordA,euclidean,single,pre_clustering
190,2837.0,31465,41,34533,ProximalPhalanxOutlineCorrect,kdtw,weighted,fcfs
574,848.0,4562,18,6002,LargeKitchenAppliances,sbd,complete,fcfs
135,540.0,11288,567,12530,edeniss20182020_par_anomalies,kdtw,ward,pre_clustering
550,106.0,408,9,1073,Haptics,euclidean,average,pre_clustering
475,125.0,432,7,1039,Computers,lorentzian,complete,fcfs
247,870.0,70820,407,72344,DiatomSizeReduction,kdtw,complete,pre_clustering
341,301.0,342,275,1259,Strawberry,euclidean,complete,approx_distance_ascending
577,741.0,114615,229,116162,ScreenType,dtw,single,pre_clustering
374,350.0,19777,160,20661,Earthquakes,msm,complete,pre_clustering
958,542.0,616174,192,617866,InlineSkate,msm,complete,pre_clustering
679,26955.0,4841174,645,4869453,FreezerRegularTrain,kdtw,average,pre_clustering
257,1185.0,1152,359,2953,ECGFiveDays,sbd,complete,pre_clustering
703,547.0,1348,28,2626,ShapesAll,lorentzian,weighted,fcfs
380,1102.0,2441,26,3949,FiftyWords,sbd,ward,fcfs
222,147.0,205,344,918,edeniss20182020_pressure_anomalies,euclidean,weighted,approx_distance_ascending
1203,1237.0,1268470,199,1271109,EthanolLevel,msm,ward,pre_clustering
157,292.0,54,211,714,FaceFour,sbd,weighted,approx_distance_ascending
1001,1707.0,3751,1023,7482,UWaveGestureLibraryY,euclidean,ward,pre_clustering
165,390.0,503,271,1329,DistalPhalanxTW,dtw,average,approx_distance_ascending
537,472.0,2277,287,3573,PigArtPressure,sbd,single,pre_clustering
406,145.0,34292,193,35036,ACSF1,dtw,average,approx_distance_ascending
1652,15863.0,96808,10360,124683,ElectricDevices,lorentzian,ward,approx_distance_ascending
170,767.0,681,8,1626,ProximalPhalanxOutlineAgeGroup,sbd,weighted,pre_clustering
4822,19936.0,36533770,4248,36562776,StarLightCurves,msm,average,fcfs
1722,42925.0,62160016,991,62205654,NonInvasiveFetalECGThorax1,kdtw,weighted,pre_clustering
959,1201.0,741114,294,743568,SemgHandSubjectCh2,msm,weighted,fcfs
206,874.0,1040,322,2442,MiddlePhalanxOutlineCorrect,sbd,weighted,pre_clustering
129,174.0,185,6,494,ECG200,msm,complete,fcfs
366,2059.0,31546,159,34130,FacesUCR,msm,average,fcfs
2028,482.0,1248,43,3801,HandOutlines,euclidean,weighted,fcfs
556,2400.0,2172747,314,2176017,LargeKitchenAppliances,kdtw,weighted,fcfs
150,54.0,9,5,218,OliveOil,lorentzian,complete,fcfs
698,2019.0,1116,1525,5358,TwoPatterns,euclidean,average,fcfs
618,661.0,336186,226,337691,EOGHorizontalSignal,dtw,average,approx_distance_ascending
2537,9725.0,213120,959,226341,UWaveGestureLibraryAll,sbd,average,approx_distance_ascending
249,1033.0,656,18,1956,ProximalPhalanxOutlineCorrect,sbd,average,fcfs
149,83.0,25,3,260,ECG200,lorentzian,single,pre_clustering
194,1482.0,11684,393,13753,MiddlePhalanxOutlineAgeGroup,kdtw,complete,approx_distance_ascending
218,368.0,156,20,762,SonyAIBORobotSurface2,lorentzian,weighted,fcfs
206,108.0,109,65,488,GunPointOldVersusYoung,euclidean,single,approx_distance_ascending
1437,963.0,9598,146,12144,Mallat,lorentzian,ward,fcfs
125,416.0,347,19,907,edeniss20182020_par_anomalies,sbd,complete,fcfs
170,498.0,403,13,1084,GestureMidAirD1,sbd,single,fcfs
134,143.0,3182,202,3661,BeetleFly,kdtw,average,fcfs
167,70.0,43,89,369,ToeSegmentation2,lorentzian,average,approx_distance_ascending
244,608.0,6850,289,7991,Adiac,dtw,complete,pre_clustering
260,5424.0,70122,387,76193,MoteStrain,kdtw,ward,approx_distance_ascending
242,868.0,3536,283,4929,TwoLeadECG,dtw,weighted,pre_clustering
187,291.0,36609,242,37329,Car,kdtw,single,fcfs
1181,934.0,1277261,231,1279607,EthanolLevel,dtw,average,approx_distance_ascending
259,81.0,53,168,561,Ham,lorentzian,weighted,approx_distance_ascending
296,311.0,514,193,1314,HouseTwenty,sbd,average,approx_distance_ascending
606,2068.0,6539,778,9991,ECG5000,lorentzian,complete,fcfs
1050,5320.0,700413,936,707719,UWaveGestureLibraryY,dtw,average,approx_distance_ascending
1564,1085.0,1641,577,4867,Mallat,euclidean,weighted,approx_distance_ascending
146,174.0,538,32,890,edeniss20182020_level_anomalies,msm,average,fcfs
554,863.0,4583,15,6015,ScreenType,sbd,complete,fcfs
288,329.0,12148,259,13024,OSULeaf,msm,weighted,approx_distance_ascending
647,1416.0,1296,839,4198,ChlorineConcentration,euclidean,ward,fcfs
1047,1789.0,10431,1048,14315,UWaveGestureLibraryY,lorentzian,weighted,approx_distance_ascending
271,4494.0,127158,363,132286,SwedishLeaf,kdtw,weighted,approx_distance_ascending
1600,833134.0,16108450,8013,16951197,ElectricDevices,kdtw,complete,fcfs
130,225.0,4108,136,4599,Wine,kdtw,average,fcfs
359,310.0,377,400,1446,FiftyWords,lorentzian,average,approx_distance_ascending
219,775.0,3554,393,4941,TwoLeadECG,dtw,ward,pre_clustering
128,73.0,33,7,241,edeniss20182020_volume_anomalies,lorentzian,average,pre_clustering
359,3058.0,370661,248,374326,FiftyWords,kdtw,weighted,fcfs
549,73.0,77,25,724,PigAirwayPressure,euclidean,complete,fcfs
153,278.0,21035,329,21795,Meat,kdtw,weighted,fcfs
625,864.0,7379,17,8885,EOGVerticalSignal,sbd,ward,fcfs
334,3869.0,34062,408,38673,PhalangesOutlinesCorrect,sbd,single,pre_clustering
174,141.0,733,17,1065,SonyAIBORobotSurface1,euclidean,single,pre_clustering
132,170.0,182,5,489,ECG200,msm,average,fcfs
1845,1134.0,2938,531,6448,NonInvasiveFetalECGThorax1,euclidean,weighted,fcfs
170,153.0,1276,123,1722,ToeSegmentation2,dtw,complete,pre_clustering
170,39.0,35,7,251,FaceFour,euclidean,weighted,approx_distance_ascending
1773,830.0,1739,233,4575,MixedShapesSmallTrain,euclidean,complete,fcfs
510,1888.0,113057,185,115640,InsectWingbeatSound,dtw,ward,fcfs
145,243.0,936,648,1972,edeniss20182020_ph_anomalies,dtw,ward,approx_distance_ascending
147,285.0,49,287,768,FaceFour,sbd,complete,approx_distance_ascending
1489,7182.0,2151407,995,2161073,FordA,msm,weighted,approx_distance_ascending
297,320.0,12848,32,13497,OSULeaf,dtw,average,fcfs
184,70.0,24,8,286,Lightning2,lorentzian,complete,fcfs
577,381.0,158057,186,159201,PigAirwayPressure,msm,average,approx_distance_ascending
1017,1784.0,11924,1057,15782,UWaveGestureLibraryZ,lorentzian,weighted,pre_clustering
115,59.0,22,7,203,ShakeGestureWiimoteZ,lorentzian,complete,pre_clustering
560,726.0,114140,76,115502,LargeKitchenAppliances,msm,ward,fcfs
643,150.0,306,26,1125,EOGHorizontalSignal,euclidean,complete,fcfs
189,138.0,2252,169,2748,Lightning2,dtw,average,pre_clustering
232,338.0,32429,283,33282,Herring,kdtw,single,approx_distance_ascending
349,970.0,2083,366,3768,CricketY,sbd,ward,pre_clustering
119,73.0,22,5,219,BME,lorentzian,average,fcfs
176,430.0,1090,166,1862,DistalPhalanxTW,msm,weighted,pre_clustering
630,196.0,992,516,2334,EOGHorizontalSignal,lorentzian,average,approx_distance_ascending
108,53.0,31,21,213,PickupGestureWiimoteZ,lorentzian,weighted,approx_distance_ascending
368,972.0,1419,478,3237,FaceAll,lorentzian,ward,approx_distance_ascending
132,7.0,95,7,241,BME,lorentzian,single,fcfs
297,1217.0,242081,309,243904,OSULeaf,kdtw,complete,approx_distance_ascending
2043,1218.0,5700589,288,5704138,HandOutlines,dtw,single,fcfs
328,215.0,183,82,808,WordSynonyms,euclidean,complete,fcfs
553,1006.0,3196876,434,3198869,PigCVP,kdtw,single,fcfs
980,1011.0,740474,286,742751,SemgHandMovementCh2,msm,complete,fcfs
164,74.0,36,8,282,ArrowHead,lorentzian,complete,fcfs
347,703.0,19632,19,20701,CricketZ,dtw,single,fcfs
185,114.0,402,5,706,GunPointAgeSpan,lorentzian,weighted,pre_clustering
205,219.0,148,57,629,DistalPhalanxOutlineCorrect,euclidean,average,pre_clustering
235,1952.0,122302,284,124773,edeniss20182020_pressure_anomalies,kdtw,complete,fcfs
219,189.0,3093,23,3524,Ham,msm,weighted,fcfs
128,162.0,261,5,556,BME,msm,single,fcfs
209,91.0,57,4,361,ToeSegmentation1,lorentzian,single,fcfs
554,108.0,153,235,1050,Haptics,euclidean,ward,approx_distance_ascending
140,410.0,4242,263,5055,UMD,kdtw,complete,approx_distance_ascending
146,433.0,278,4,861,Plane,sbd,ward,pre_clustering
314,97.0,117,114,642,OSULeaf,euclidean,average,approx_distance_ascending
131,41.0,8,4,184,BeetleFly,lorentzian,average,fcfs
686,6710.0,175285,1522,184203,ECG5000,msm,ward,fcfs
123,53.0,16,10,202,edeniss20182020_volume_anomalies,euclidean,average,fcfs
371,15759.0,533554,540,550224,FaceAll,kdtw,ward,approx_distance_ascending
540,449.0,2309,8,3306,PigCVP,sbd,average,fcfs
200,523.0,606,375,1704,SonyAIBORobotSurface1,msm,single,approx_distance_ascending
1049,1844.0,10516,1049,14458,UWaveGestureLibraryY,lorentzian,ward,approx_distance_ascending
286,253.0,12896,222,13657,InsectEPGRegularTrain,msm,ward,pre_clustering
536,478.0,2390,13,3417,PigArtPressure,sbd,ward,fcfs
644,2318.0,6677630,172,6680764,EOGVerticalSignal,kdtw,weighted,approx_distance_ascending
381,696.0,20932,331,22340,FiftyWords,msm,single,pre_clustering
453,632.0,1552,267,2904,Computers,sbd,single,approx_distance_ascending
300,413.0,1229,5,1947,InsectEPGRegularTrain,sbd,weighted,pre_clustering
812,4759.0,31550,326,37447,FreezerRegularTrain,sbd,complete,fcfs
123,355.0,534,23,1035,edeniss20182020_level_anomalies,sbd,single,pre_clustering
1133,1494.0,6916,1219,10762,UWaveGestureLibraryX,euclidean,weighted,pre_clustering
334,220.0,21620,213,22387,Worms,dtw,complete,approx_distance_ascending
399,304.0,211,83,997,PLAID,euclidean,complete,fcfs
174,79.0,69,9,331,GestureMidAirD1,euclidean,weighted,pre_clustering
117,53.0,12,5,187,BeetleFly,lorentzian,weighted,approx_distance_ascending
373,1939.0,31683,397,34392,FacesUCR,dtw,average,approx_distance_ascending
1793,198146.0,331989,16446,548374,Crop,sbd,average,fcfs
1067,5548.0,695840,887,703342,UWaveGestureLibraryY,msm,weighted,approx_distance_ascending
1131,3309.0,697144,498,702082,Yoga,dtw,average,fcfs
1634,14831.0,110278,9580,136323,ElectricDevices,lorentzian,complete,pre_clustering
149,70.0,51,49,319,BME,lorentzian,ward,approx_distance_ascending
177,1301.0,27538,454,29470,GunPointAgeSpan,kdtw,average,pre_clustering
576,340.0,159594,175,160685,PigArtPressure,msm,average,fcfs
243,80.0,90,86,499,DiatomSizeReduction,euclidean,weighted,approx_distance_ascending
167,256.0,1528,484,2435,GestureMidAirD3,dtw,average,approx_distance_ascending
1405,999.0,2242538,208,2245150,CinCECGTorso,dtw,weighted,fcfs
399,821.0,2895,22,4137,CricketY,sbd,single,pre_clustering
143,208.0,1398,313,2062,edeniss20182020_ec_anomalies,dtw,weighted,pre_clustering
165,380.0,86,178,809,Trace,sbd,average,approx_distance_ascending
174,86.0,52,102,414,ArrowHead,lorentzian,single,approx_distance_ascending
4940,28131.0,998758,4720,1036549,StarLightCurves,sbd,complete,pre_clustering
167,449.0,992,13,1621,ProximalPhalanxOutlineAgeGroup,msm,complete,fcfs
593,637.0,115011,220,116461,SmallKitchenAppliances,dtw,average,approx_distance_ascending
239,749.0,5207,25,6220,CBF,dtw,ward,fcfs
367,67.0,30,32,496,Worms,euclidean,average,fcfs
288,461.0,1413,27,2189,SwedishLeaf,lorentzian,average,pre_clustering
112,160.0,51,489,812,edeniss20182020_vpd_anomalies,dtw,ward,approx_distance_ascending
1567,848.0,1371,570,4356,Phoneme,euclidean,complete,approx_distance_ascending
168,739.0,170,21,1098,DistalPhalanxTW,sbd,ward,fcfs
166,89.0,328,8,591,PowerCons,euclidean,average,pre_clustering
157,146.0,126,236,665,DistalPhalanxOutlineAgeGroup,lorentzian,weighted,approx_distance_ascending
243,769.0,1492,47,2551,SonyAIBORobotSurface2,dtw,complete,fcfs
210,394.0,135,60,799,SonyAIBORobotSurface2,lorentzian,ward,fcfs
155,449.0,465,5,1074,GesturePebbleZ1,sbd,complete,fcfs
159,65.0,30,5,259,Meat,lorentzian,complete,fcfs
146,55.0,33,10,244,edeniss20182020_par_anomalies,euclidean,complete,pre_clustering
168,853.0,14539,543,16103,edeniss20182020_ph_anomalies,kdtw,average,approx_distance_ascending
92,191.0,318,13,614,SmoothSubspace,dtw,single,pre_clustering
149,355.0,489,11,1004,edeniss20182020_par_anomalies,sbd,single,fcfs
242,175.0,3414,280,4111,ShapeletSim,msm,ward,approx_distance_ascending
350,2324.0,333711,353,336738,CricketY,kdtw,single,pre_clustering
420,290.0,218,61,989,Symbols,euclidean,weighted,fcfs
951,2908.0,19618,2164,25641,Wafer,euclidean,average,pre_clustering
273,357.0,3421,206,4257,edeniss20182020_temp_anomalies,euclidean,single,pre_clustering
261,5537.0,285684,684,292166,edeniss20182020_temp_anomalies,kdtw,single,pre_clustering
621,390.0,424,272,1707,ShapesAll,euclidean,single,approx_distance_ascending
235,264.0,4360,262,5121,DiatomSizeReduction,dtw,ward,pre_clustering
141,76.0,42,62,321,GunPoint,lorentzian,weighted,approx_distance_ascending
296,299.0,715,13,1323,HouseTwenty,sbd,average,fcfs
1515,7204.0,108550,1163,118432,FordB,sbd,complete,approx_distance_ascending
149,374.0,147,4,674,GunPoint,sbd,ward,fcfs
147,237.0,1288,993,2665,edeniss20182020_ph_anomalies,msm,average,pre_clustering
172,641.0,660,242,1715,SonyAIBORobotSurface1,msm,ward,approx_distance_ascending
362,119.0,812,6,1299,Earthquakes,lorentzian,ward,pre_clustering
168,74.0,27,9,278,ToeSegmentation2,lorentzian,weighted,fcfs
169,291.0,87,104,651,Lightning7,sbd,complete,approx_distance_ascending
139,369.0,157,120,785,edeniss20182020_volume_anomalies,sbd,weighted,approx_distance_ascending
137,201.0,998,481,1817,edeniss20182020_ec_anomalies,msm,weighted,approx_distance_ascending
551,95.0,730,3,1379,PigAirwayPressure,lorentzian,weighted,pre_clustering
179,311.0,252,2,744,Meat,sbd,ward,pre_clustering
165,368.0,12203,371,13107,Lightning7,kdtw,single,approx_distance_ascending
118,41.0,55,6,220,edeniss20182020_co2_anomalies,euclidean,average,approx_distance_ascending
168,242.0,2138,543,3091,GesturePebbleZ2,dtw,average,approx_distance_ascending
158,780.0,533,26,1497,ItalyPowerDemand,msm,single,fcfs
529,333.0,103435,269,104566,Haptics,msm,average,approx_distance_ascending
548,86.0,500,12,1146,PigArtPressure,euclidean,single,pre_clustering
263,102.0,110,255,730,Fish,lorentzian,weighted,approx_distance_ascending
343,67.0,30,42,482,WormsTwoClass,euclidean,complete,fcfs
1140,4712.0,51375,358,57585,Yoga,sbd,average,fcfs
474,27.0,530,140,1171,PLAID,euclidean,weighted,approx_distance_ascending
125,154.0,349,328,956,edeniss20182020_volume_anomalies,dtw,weighted,approx_distance_ascending
540,976.0,3223414,478,3225408,PigAirwayPressure,kdtw,ward,approx_distance_ascending
645,265.0,1621,10,2541,SmallKitchenAppliances,lorentzian,average,pre_clustering
165,462.0,575,299,1501,DistalPhalanxOutlineAgeGroup,dtw,complete,approx_distance_ascending
363,3483.0,324320,390,328556,Strawberry,kdtw,ward,approx_distance_ascending
412,3270.0,14306,1475,19463,edeniss20182020_ics_anomalies,sbd,ward,pre_clustering
174,922.0,21771,393,23260,GestureMidAirD3,kdtw,complete,pre_clustering
628,74855.0,3012243,879,3088605,ECG5000,kdtw,average,approx_distance_ascending
297,437.0,380,393,1507,Fish,sbd,average,approx_distance_ascending
221,166.0,3136,22,3545,Ham,dtw,complete,fcfs
1500,2675.0,50412,403,54990,Phoneme,sbd,ward,approx_distance_ascending
271,96.0,36,31,434,Fish,euclidean,single,fcfs
422,765.0,62124,88,63399,PLAID,msm,ward,fcfs
172,276.0,1663,644,2755,GestureMidAirD2,msm,ward,pre_clustering
1757,43027.0,61656506,758,61702048,NonInvasiveFetalECGThorax1,kdtw,ward,fcfs
585,848.0,7035,277,8745,EOGHorizontalSignal,sbd,weighted,approx_distance_ascending
108,197.0,23,41,369,SmoothSubspace,msm,complete,fcfs
614,1939.0,6668,494,9715,ECG5000,lorentzian,weighted,fcfs
143,173.0,1116,27,1459,edeniss20182020_par_anomalies,dtw,ward,fcfs
585,245.0,508,550,1888,ScreenType,lorentzian,average,approx_distance_ascending
120,50.0,55,9,234,BME,euclidean,ward,approx_distance_ascending
362,1245.0,427839,316,429762,Earthquakes,kdtw,complete,fcfs
1470,1276.0,2232374,305,2235425,CinCECGTorso,msm,complete,approx_distance_ascending
142,457.0,4974,140,5713,edeniss20182020_valve_anomalies,kdtw,single,fcfs
225,386.0,257,4,872,ShapeletSim,sbd,ward,fcfs
193,225.0,2290,615,3323,GesturePebbleZ2,dtw,single,approx_distance_ascending
336,2717.0,16769,580,20402,PhalangesOutlinesCorrect,msm,complete,approx_distance_ascending
1721,27187.0,156012,25368,210288,Crop,euclidean,weighted,approx_distance_ascending
171,169.0,122,14,476,ProximalPhalanxTW,lorentzian,weighted,fcfs
